Line Number,Number of Tokens,Language,Model
953,136,sw,meta-llama/Llama-3.1-8B-Instruct
954,85,sw,meta-llama/Llama-3.1-8B-Instruct
955,84,sw,meta-llama/Llama-3.1-8B-Instruct
956,185,sw,meta-llama/Llama-3.1-8B-Instruct
957,126,sw,meta-llama/Llama-3.1-8B-Instruct
958,349,sw,meta-llama/Llama-3.1-8B-Instruct
959,125,sw,meta-llama/Llama-3.1-8B-Instruct
960,127,sw,meta-llama/Llama-3.1-8B-Instruct
961,200,sw,meta-llama/Llama-3.1-8B-Instruct
962,120,sw,meta-llama/Llama-3.1-8B-Instruct
963,113,sw,meta-llama/Llama-3.1-8B-Instruct
964,129,sw,meta-llama/Llama-3.1-8B-Instruct
965,68,sw,meta-llama/Llama-3.1-8B-Instruct
966,246,sw,meta-llama/Llama-3.1-8B-Instruct
967,103,sw,meta-llama/Llama-3.1-8B-Instruct
968,261,sw,meta-llama/Llama-3.1-8B-Instruct
969,222,sw,meta-llama/Llama-3.1-8B-Instruct
970,72,sw,meta-llama/Llama-3.1-8B-Instruct
971,163,sw,meta-llama/Llama-3.1-8B-Instruct
972,99,sw,meta-llama/Llama-3.1-8B-Instruct
973,260,sw,meta-llama/Llama-3.1-8B-Instruct
974,81,sw,meta-llama/Llama-3.1-8B-Instruct
975,63,sw,meta-llama/Llama-3.1-8B-Instruct
976,339,sw,meta-llama/Llama-3.1-8B-Instruct
977,345,sw,meta-llama/Llama-3.1-8B-Instruct
978,137,sw,meta-llama/Llama-3.1-8B-Instruct
979,146,sw,meta-llama/Llama-3.1-8B-Instruct
980,135,sw,meta-llama/Llama-3.1-8B-Instruct
981,94,sw,meta-llama/Llama-3.1-8B-Instruct
982,148,sw,meta-llama/Llama-3.1-8B-Instruct
983,64,sw,meta-llama/Llama-3.1-8B-Instruct
984,161,sw,meta-llama/Llama-3.1-8B-Instruct
985,241,sw,meta-llama/Llama-3.1-8B-Instruct
986,128,sw,meta-llama/Llama-3.1-8B-Instruct
987,162,sw,meta-llama/Llama-3.1-8B-Instruct
988,196,sw,meta-llama/Llama-3.1-8B-Instruct
989,82,sw,meta-llama/Llama-3.1-8B-Instruct
990,170,sw,meta-llama/Llama-3.1-8B-Instruct
991,115,sw,meta-llama/Llama-3.1-8B-Instruct
992,217,sw,meta-llama/Llama-3.1-8B-Instruct
993,146,sw,meta-llama/Llama-3.1-8B-Instruct
994,60,sw,meta-llama/Llama-3.1-8B-Instruct
995,107,sw,meta-llama/Llama-3.1-8B-Instruct
996,177,sw,meta-llama/Llama-3.1-8B-Instruct
997,134,sw,meta-llama/Llama-3.1-8B-Instruct
998,94,sw,meta-llama/Llama-3.1-8B-Instruct
999,193,sw,meta-llama/Llama-3.1-8B-Instruct
1000,98,sw,meta-llama/Llama-3.1-8B-Instruct
1001,93,sw,meta-llama/Llama-3.1-8B-Instruct
1002,142,sw,meta-llama/Llama-3.1-8B-Instruct
1003,90,sw,meta-llama/Llama-3.1-8B-Instruct
1004,90,sw,meta-llama/Llama-3.1-8B-Instruct
1005,211,sw,meta-llama/Llama-3.1-8B-Instruct
1006,92,sw,meta-llama/Llama-3.1-8B-Instruct
1007,153,sw,meta-llama/Llama-3.1-8B-Instruct
1008,314,sw,meta-llama/Llama-3.1-8B-Instruct
1009,205,sw,meta-llama/Llama-3.1-8B-Instruct
1010,170,sw,meta-llama/Llama-3.1-8B-Instruct
1011,191,sw,meta-llama/Llama-3.1-8B-Instruct
1012,279,sw,meta-llama/Llama-3.1-8B-Instruct
1013,232,sw,meta-llama/Llama-3.1-8B-Instruct
1014,146,sw,meta-llama/Llama-3.1-8B-Instruct
1015,146,sw,meta-llama/Llama-3.1-8B-Instruct
1016,59,sw,meta-llama/Llama-3.1-8B-Instruct
1017,199,sw,meta-llama/Llama-3.1-8B-Instruct
1018,193,sw,meta-llama/Llama-3.1-8B-Instruct
1019,318,sw,meta-llama/Llama-3.1-8B-Instruct
1020,103,sw,meta-llama/Llama-3.1-8B-Instruct
1021,174,sw,meta-llama/Llama-3.1-8B-Instruct
1022,66,sw,meta-llama/Llama-3.1-8B-Instruct
1023,121,sw,meta-llama/Llama-3.1-8B-Instruct
1024,99,sw,meta-llama/Llama-3.1-8B-Instruct
1025,58,sw,meta-llama/Llama-3.1-8B-Instruct
1026,370,sw,meta-llama/Llama-3.1-8B-Instruct
1027,87,sw,meta-llama/Llama-3.1-8B-Instruct
1028,204,sw,meta-llama/Llama-3.1-8B-Instruct
1029,175,sw,meta-llama/Llama-3.1-8B-Instruct
1030,151,sw,meta-llama/Llama-3.1-8B-Instruct
1031,69,sw,meta-llama/Llama-3.1-8B-Instruct
1032,103,sw,meta-llama/Llama-3.1-8B-Instruct
1033,265,sw,meta-llama/Llama-3.1-8B-Instruct
1034,369,sw,meta-llama/Llama-3.1-8B-Instruct
1035,267,sw,meta-llama/Llama-3.1-8B-Instruct
1036,99,sw,meta-llama/Llama-3.1-8B-Instruct
1037,45,sw,meta-llama/Llama-3.1-8B-Instruct
1038,148,sw,meta-llama/Llama-3.1-8B-Instruct
1039,210,sw,meta-llama/Llama-3.1-8B-Instruct
1040,96,sw,meta-llama/Llama-3.1-8B-Instruct
1041,375,sw,meta-llama/Llama-3.1-8B-Instruct
1042,89,sw,meta-llama/Llama-3.1-8B-Instruct
1043,49,sw,meta-llama/Llama-3.1-8B-Instruct
1044,237,sw,meta-llama/Llama-3.1-8B-Instruct
1045,92,sw,meta-llama/Llama-3.1-8B-Instruct
1046,85,sw,meta-llama/Llama-3.1-8B-Instruct
1047,269,sw,meta-llama/Llama-3.1-8B-Instruct
1048,138,sw,meta-llama/Llama-3.1-8B-Instruct
1049,128,sw,meta-llama/Llama-3.1-8B-Instruct
1050,122,sw,meta-llama/Llama-3.1-8B-Instruct
1051,74,sw,meta-llama/Llama-3.1-8B-Instruct
1052,83,sw,meta-llama/Llama-3.1-8B-Instruct
1053,126,sw,meta-llama/Llama-3.1-8B-Instruct
1054,89,sw,meta-llama/Llama-3.1-8B-Instruct
1055,64,sw,meta-llama/Llama-3.1-8B-Instruct
1056,174,sw,meta-llama/Llama-3.1-8B-Instruct
1057,84,sw,meta-llama/Llama-3.1-8B-Instruct
1058,95,sw,meta-llama/Llama-3.1-8B-Instruct
1059,374,sw,meta-llama/Llama-3.1-8B-Instruct
1060,97,sw,meta-llama/Llama-3.1-8B-Instruct
1061,101,sw,meta-llama/Llama-3.1-8B-Instruct
1062,84,sw,meta-llama/Llama-3.1-8B-Instruct
1063,85,sw,meta-llama/Llama-3.1-8B-Instruct
1064,78,sw,meta-llama/Llama-3.1-8B-Instruct
1065,118,sw,meta-llama/Llama-3.1-8B-Instruct
1066,150,sw,meta-llama/Llama-3.1-8B-Instruct
1067,126,sw,meta-llama/Llama-3.1-8B-Instruct
1068,111,sw,meta-llama/Llama-3.1-8B-Instruct
1069,148,sw,meta-llama/Llama-3.1-8B-Instruct
1070,191,sw,meta-llama/Llama-3.1-8B-Instruct
1071,88,sw,meta-llama/Llama-3.1-8B-Instruct
1072,104,sw,meta-llama/Llama-3.1-8B-Instruct
1073,130,sw,meta-llama/Llama-3.1-8B-Instruct
1074,142,sw,meta-llama/Llama-3.1-8B-Instruct
1075,140,sw,meta-llama/Llama-3.1-8B-Instruct
1076,260,sw,meta-llama/Llama-3.1-8B-Instruct
1077,201,sw,meta-llama/Llama-3.1-8B-Instruct
1078,142,sw,meta-llama/Llama-3.1-8B-Instruct
1079,59,sw,meta-llama/Llama-3.1-8B-Instruct
1080,183,sw,meta-llama/Llama-3.1-8B-Instruct
1081,177,sw,meta-llama/Llama-3.1-8B-Instruct
1082,135,sw,meta-llama/Llama-3.1-8B-Instruct
1083,186,sw,meta-llama/Llama-3.1-8B-Instruct
1084,91,sw,meta-llama/Llama-3.1-8B-Instruct
1085,66,sw,meta-llama/Llama-3.1-8B-Instruct
1086,70,sw,meta-llama/Llama-3.1-8B-Instruct
1087,132,sw,meta-llama/Llama-3.1-8B-Instruct
1088,115,sw,meta-llama/Llama-3.1-8B-Instruct
1089,177,sw,meta-llama/Llama-3.1-8B-Instruct
1090,81,sw,meta-llama/Llama-3.1-8B-Instruct
1091,99,sw,meta-llama/Llama-3.1-8B-Instruct
1092,286,sw,meta-llama/Llama-3.1-8B-Instruct
1093,129,sw,meta-llama/Llama-3.1-8B-Instruct
1094,173,sw,meta-llama/Llama-3.1-8B-Instruct
1095,252,sw,meta-llama/Llama-3.1-8B-Instruct
1096,102,sw,meta-llama/Llama-3.1-8B-Instruct
1097,235,sw,meta-llama/Llama-3.1-8B-Instruct
1098,53,sw,meta-llama/Llama-3.1-8B-Instruct
1099,77,sw,meta-llama/Llama-3.1-8B-Instruct
1100,177,sw,meta-llama/Llama-3.1-8B-Instruct
1101,202,sw,meta-llama/Llama-3.1-8B-Instruct
1102,207,sw,meta-llama/Llama-3.1-8B-Instruct
1103,54,sw,meta-llama/Llama-3.1-8B-Instruct
1104,113,sw,meta-llama/Llama-3.1-8B-Instruct
1105,144,sw,meta-llama/Llama-3.1-8B-Instruct
1106,98,sw,meta-llama/Llama-3.1-8B-Instruct
1107,137,sw,meta-llama/Llama-3.1-8B-Instruct
1108,238,sw,meta-llama/Llama-3.1-8B-Instruct
1109,310,sw,meta-llama/Llama-3.1-8B-Instruct
1110,183,sw,meta-llama/Llama-3.1-8B-Instruct
1111,239,sw,meta-llama/Llama-3.1-8B-Instruct
1112,291,sw,meta-llama/Llama-3.1-8B-Instruct
1113,164,sw,meta-llama/Llama-3.1-8B-Instruct
1114,61,sw,meta-llama/Llama-3.1-8B-Instruct
1115,132,sw,meta-llama/Llama-3.1-8B-Instruct
1116,56,sw,meta-llama/Llama-3.1-8B-Instruct
1117,93,sw,meta-llama/Llama-3.1-8B-Instruct
1118,177,sw,meta-llama/Llama-3.1-8B-Instruct
1119,75,sw,meta-llama/Llama-3.1-8B-Instruct
1120,151,sw,meta-llama/Llama-3.1-8B-Instruct
1121,114,sw,meta-llama/Llama-3.1-8B-Instruct
1122,131,sw,meta-llama/Llama-3.1-8B-Instruct
1123,84,sw,meta-llama/Llama-3.1-8B-Instruct
1124,84,sw,meta-llama/Llama-3.1-8B-Instruct
1125,285,sw,meta-llama/Llama-3.1-8B-Instruct
1126,94,sw,meta-llama/Llama-3.1-8B-Instruct
1127,161,sw,meta-llama/Llama-3.1-8B-Instruct
1128,247,sw,meta-llama/Llama-3.1-8B-Instruct
1129,134,sw,meta-llama/Llama-3.1-8B-Instruct
1130,184,sw,meta-llama/Llama-3.1-8B-Instruct
1131,248,sw,meta-llama/Llama-3.1-8B-Instruct
1132,55,sw,meta-llama/Llama-3.1-8B-Instruct
1133,183,sw,meta-llama/Llama-3.1-8B-Instruct
1134,163,sw,meta-llama/Llama-3.1-8B-Instruct
1135,116,sw,meta-llama/Llama-3.1-8B-Instruct
1136,146,sw,meta-llama/Llama-3.1-8B-Instruct
1137,123,sw,meta-llama/Llama-3.1-8B-Instruct
1138,107,sw,meta-llama/Llama-3.1-8B-Instruct
1139,150,sw,meta-llama/Llama-3.1-8B-Instruct
1140,71,sw,meta-llama/Llama-3.1-8B-Instruct
1141,277,sw,meta-llama/Llama-3.1-8B-Instruct
1142,97,sw,meta-llama/Llama-3.1-8B-Instruct
1143,109,sw,meta-llama/Llama-3.1-8B-Instruct
1144,118,sw,meta-llama/Llama-3.1-8B-Instruct
1145,130,sw,meta-llama/Llama-3.1-8B-Instruct
1146,132,sw,meta-llama/Llama-3.1-8B-Instruct
1147,177,sw,meta-llama/Llama-3.1-8B-Instruct
1148,290,sw,meta-llama/Llama-3.1-8B-Instruct
1149,123,sw,meta-llama/Llama-3.1-8B-Instruct
1150,114,sw,meta-llama/Llama-3.1-8B-Instruct
1151,136,sw,meta-llama/Llama-3.1-8B-Instruct
1152,89,sw,meta-llama/Llama-3.1-8B-Instruct
1153,67,sw,meta-llama/Llama-3.1-8B-Instruct
1154,136,sw,meta-llama/Llama-3.1-8B-Instruct
1155,84,sw,meta-llama/Llama-3.1-8B-Instruct
1156,277,sw,meta-llama/Llama-3.1-8B-Instruct
1157,163,sw,meta-llama/Llama-3.1-8B-Instruct
1158,132,sw,meta-llama/Llama-3.1-8B-Instruct
1159,45,sw,meta-llama/Llama-3.1-8B-Instruct
1160,145,sw,meta-llama/Llama-3.1-8B-Instruct
1161,215,sw,meta-llama/Llama-3.1-8B-Instruct
1162,75,sw,meta-llama/Llama-3.1-8B-Instruct
1163,160,sw,meta-llama/Llama-3.1-8B-Instruct
1164,115,sw,meta-llama/Llama-3.1-8B-Instruct
1165,112,sw,meta-llama/Llama-3.1-8B-Instruct
1166,88,sw,meta-llama/Llama-3.1-8B-Instruct
1167,77,sw,meta-llama/Llama-3.1-8B-Instruct
1168,196,sw,meta-llama/Llama-3.1-8B-Instruct
1169,189,sw,meta-llama/Llama-3.1-8B-Instruct
1170,198,sw,meta-llama/Llama-3.1-8B-Instruct
1171,165,sw,meta-llama/Llama-3.1-8B-Instruct
1172,163,sw,meta-llama/Llama-3.1-8B-Instruct
1173,103,sw,meta-llama/Llama-3.1-8B-Instruct
1174,151,sw,meta-llama/Llama-3.1-8B-Instruct
1175,173,sw,meta-llama/Llama-3.1-8B-Instruct
1176,118,sw,meta-llama/Llama-3.1-8B-Instruct
1177,130,sw,meta-llama/Llama-3.1-8B-Instruct
1178,307,sw,meta-llama/Llama-3.1-8B-Instruct
1179,61,sw,meta-llama/Llama-3.1-8B-Instruct
1180,156,sw,meta-llama/Llama-3.1-8B-Instruct
1181,96,sw,meta-llama/Llama-3.1-8B-Instruct
1182,110,sw,meta-llama/Llama-3.1-8B-Instruct
1183,257,sw,meta-llama/Llama-3.1-8B-Instruct
1184,123,sw,meta-llama/Llama-3.1-8B-Instruct
1185,113,sw,meta-llama/Llama-3.1-8B-Instruct
1186,106,sw,meta-llama/Llama-3.1-8B-Instruct
1187,173,sw,meta-llama/Llama-3.1-8B-Instruct
1188,99,sw,meta-llama/Llama-3.1-8B-Instruct
1189,207,sw,meta-llama/Llama-3.1-8B-Instruct
1190,95,sw,meta-llama/Llama-3.1-8B-Instruct
1191,172,sw,meta-llama/Llama-3.1-8B-Instruct
1192,237,sw,meta-llama/Llama-3.1-8B-Instruct
1193,161,sw,meta-llama/Llama-3.1-8B-Instruct
1194,200,sw,meta-llama/Llama-3.1-8B-Instruct
1195,65,sw,meta-llama/Llama-3.1-8B-Instruct
1196,173,sw,meta-llama/Llama-3.1-8B-Instruct
1197,123,sw,meta-llama/Llama-3.1-8B-Instruct
1198,219,sw,meta-llama/Llama-3.1-8B-Instruct
1199,157,sw,meta-llama/Llama-3.1-8B-Instruct
1200,53,sw,meta-llama/Llama-3.1-8B-Instruct
1201,84,sw,meta-llama/Llama-3.1-8B-Instruct
1202,108,sw,meta-llama/Llama-3.1-8B-Instruct
1203,205,sw,meta-llama/Llama-3.1-8B-Instruct
1204,90,sw,meta-llama/Llama-3.1-8B-Instruct
1205,72,sw,meta-llama/Llama-3.1-8B-Instruct
1206,166,sw,meta-llama/Llama-3.1-8B-Instruct
1207,92,sw,meta-llama/Llama-3.1-8B-Instruct
1208,132,sw,meta-llama/Llama-3.1-8B-Instruct
1209,117,sw,meta-llama/Llama-3.1-8B-Instruct
1210,163,sw,meta-llama/Llama-3.1-8B-Instruct
1211,166,sw,meta-llama/Llama-3.1-8B-Instruct
1212,97,sw,meta-llama/Llama-3.1-8B-Instruct
1213,126,sw,meta-llama/Llama-3.1-8B-Instruct
1214,126,sw,meta-llama/Llama-3.1-8B-Instruct
1215,301,sw,meta-llama/Llama-3.1-8B-Instruct
1216,158,sw,meta-llama/Llama-3.1-8B-Instruct
1217,131,sw,meta-llama/Llama-3.1-8B-Instruct
1218,57,sw,meta-llama/Llama-3.1-8B-Instruct
1219,157,sw,meta-llama/Llama-3.1-8B-Instruct
1220,89,sw,meta-llama/Llama-3.1-8B-Instruct
1221,193,sw,meta-llama/Llama-3.1-8B-Instruct
1222,158,sw,meta-llama/Llama-3.1-8B-Instruct
1223,122,sw,meta-llama/Llama-3.1-8B-Instruct
1224,175,sw,meta-llama/Llama-3.1-8B-Instruct
1225,148,sw,meta-llama/Llama-3.1-8B-Instruct
1226,171,sw,meta-llama/Llama-3.1-8B-Instruct
1227,116,sw,meta-llama/Llama-3.1-8B-Instruct
1228,142,sw,meta-llama/Llama-3.1-8B-Instruct
1229,174,sw,meta-llama/Llama-3.1-8B-Instruct
1230,235,sw,meta-llama/Llama-3.1-8B-Instruct
1231,142,sw,meta-llama/Llama-3.1-8B-Instruct
1232,88,sw,meta-llama/Llama-3.1-8B-Instruct
1233,176,sw,meta-llama/Llama-3.1-8B-Instruct
1234,83,sw,meta-llama/Llama-3.1-8B-Instruct
1235,79,sw,meta-llama/Llama-3.1-8B-Instruct
1236,186,sw,meta-llama/Llama-3.1-8B-Instruct
1237,57,sw,meta-llama/Llama-3.1-8B-Instruct
1238,122,sw,meta-llama/Llama-3.1-8B-Instruct
1239,120,sw,meta-llama/Llama-3.1-8B-Instruct
1240,122,sw,meta-llama/Llama-3.1-8B-Instruct
1241,117,sw,meta-llama/Llama-3.1-8B-Instruct
1242,105,sw,meta-llama/Llama-3.1-8B-Instruct
1243,100,sw,meta-llama/Llama-3.1-8B-Instruct
1,65,en,mistralai/Mistral-7B-Instruct-v0.3
2,49,en,mistralai/Mistral-7B-Instruct-v0.3
3,211,en,mistralai/Mistral-7B-Instruct-v0.3
4,48,en,mistralai/Mistral-7B-Instruct-v0.3
5,115,en,mistralai/Mistral-7B-Instruct-v0.3
6,179,en,mistralai/Mistral-7B-Instruct-v0.3
7,117,en,mistralai/Mistral-7B-Instruct-v0.3
8,198,en,mistralai/Mistral-7B-Instruct-v0.3
9,197,en,mistralai/Mistral-7B-Instruct-v0.3
10,173,en,mistralai/Mistral-7B-Instruct-v0.3
11,199,en,mistralai/Mistral-7B-Instruct-v0.3
12,157,en,mistralai/Mistral-7B-Instruct-v0.3
13,150,en,mistralai/Mistral-7B-Instruct-v0.3
14,141,en,mistralai/Mistral-7B-Instruct-v0.3
15,169,en,mistralai/Mistral-7B-Instruct-v0.3
16,163,en,mistralai/Mistral-7B-Instruct-v0.3
17,157,en,mistralai/Mistral-7B-Instruct-v0.3
18,206,en,mistralai/Mistral-7B-Instruct-v0.3
19,114,en,mistralai/Mistral-7B-Instruct-v0.3
20,193,en,mistralai/Mistral-7B-Instruct-v0.3
21,150,en,mistralai/Mistral-7B-Instruct-v0.3
22,73,en,mistralai/Mistral-7B-Instruct-v0.3
23,80,en,mistralai/Mistral-7B-Instruct-v0.3
24,53,en,mistralai/Mistral-7B-Instruct-v0.3
25,74,en,mistralai/Mistral-7B-Instruct-v0.3
26,159,en,mistralai/Mistral-7B-Instruct-v0.3
27,67,en,mistralai/Mistral-7B-Instruct-v0.3
28,92,en,mistralai/Mistral-7B-Instruct-v0.3
29,72,en,mistralai/Mistral-7B-Instruct-v0.3
30,90,en,mistralai/Mistral-7B-Instruct-v0.3
31,145,en,mistralai/Mistral-7B-Instruct-v0.3
32,51,en,mistralai/Mistral-7B-Instruct-v0.3
33,86,en,mistralai/Mistral-7B-Instruct-v0.3
34,99,en,mistralai/Mistral-7B-Instruct-v0.3
35,83,en,mistralai/Mistral-7B-Instruct-v0.3
36,155,en,mistralai/Mistral-7B-Instruct-v0.3
37,126,en,mistralai/Mistral-7B-Instruct-v0.3
38,134,en,mistralai/Mistral-7B-Instruct-v0.3
39,244,en,mistralai/Mistral-7B-Instruct-v0.3
40,49,en,mistralai/Mistral-7B-Instruct-v0.3
41,118,en,mistralai/Mistral-7B-Instruct-v0.3
42,82,en,mistralai/Mistral-7B-Instruct-v0.3
43,201,en,mistralai/Mistral-7B-Instruct-v0.3
44,216,en,mistralai/Mistral-7B-Instruct-v0.3
45,140,en,mistralai/Mistral-7B-Instruct-v0.3
46,170,en,mistralai/Mistral-7B-Instruct-v0.3
47,90,en,mistralai/Mistral-7B-Instruct-v0.3
48,125,en,mistralai/Mistral-7B-Instruct-v0.3
49,110,en,mistralai/Mistral-7B-Instruct-v0.3
50,72,en,mistralai/Mistral-7B-Instruct-v0.3
51,103,en,mistralai/Mistral-7B-Instruct-v0.3
52,127,en,mistralai/Mistral-7B-Instruct-v0.3
53,116,en,mistralai/Mistral-7B-Instruct-v0.3
54,60,en,mistralai/Mistral-7B-Instruct-v0.3
55,62,en,mistralai/Mistral-7B-Instruct-v0.3
56,93,en,mistralai/Mistral-7B-Instruct-v0.3
57,164,en,mistralai/Mistral-7B-Instruct-v0.3
58,84,en,mistralai/Mistral-7B-Instruct-v0.3
59,106,en,mistralai/Mistral-7B-Instruct-v0.3
60,103,en,mistralai/Mistral-7B-Instruct-v0.3
61,136,en,mistralai/Mistral-7B-Instruct-v0.3
62,86,en,mistralai/Mistral-7B-Instruct-v0.3
63,100,en,mistralai/Mistral-7B-Instruct-v0.3
64,153,en,mistralai/Mistral-7B-Instruct-v0.3
65,123,en,mistralai/Mistral-7B-Instruct-v0.3
66,115,en,mistralai/Mistral-7B-Instruct-v0.3
67,63,en,mistralai/Mistral-7B-Instruct-v0.3
68,168,en,mistralai/Mistral-7B-Instruct-v0.3
69,63,en,mistralai/Mistral-7B-Instruct-v0.3
70,104,en,mistralai/Mistral-7B-Instruct-v0.3
71,145,en,mistralai/Mistral-7B-Instruct-v0.3
72,219,en,mistralai/Mistral-7B-Instruct-v0.3
73,179,en,mistralai/Mistral-7B-Instruct-v0.3
74,197,en,mistralai/Mistral-7B-Instruct-v0.3
75,149,en,mistralai/Mistral-7B-Instruct-v0.3
76,58,en,mistralai/Mistral-7B-Instruct-v0.3
77,130,en,mistralai/Mistral-7B-Instruct-v0.3
78,96,en,mistralai/Mistral-7B-Instruct-v0.3
79,69,en,mistralai/Mistral-7B-Instruct-v0.3
80,92,en,mistralai/Mistral-7B-Instruct-v0.3
81,119,en,mistralai/Mistral-7B-Instruct-v0.3
82,120,en,mistralai/Mistral-7B-Instruct-v0.3
83,125,en,mistralai/Mistral-7B-Instruct-v0.3
84,183,en,mistralai/Mistral-7B-Instruct-v0.3
85,119,en,mistralai/Mistral-7B-Instruct-v0.3
86,60,en,mistralai/Mistral-7B-Instruct-v0.3
87,148,en,mistralai/Mistral-7B-Instruct-v0.3
88,77,en,mistralai/Mistral-7B-Instruct-v0.3
89,98,en,mistralai/Mistral-7B-Instruct-v0.3
90,148,en,mistralai/Mistral-7B-Instruct-v0.3
91,152,en,mistralai/Mistral-7B-Instruct-v0.3
92,144,en,mistralai/Mistral-7B-Instruct-v0.3
93,52,en,mistralai/Mistral-7B-Instruct-v0.3
94,115,en,mistralai/Mistral-7B-Instruct-v0.3
95,109,en,mistralai/Mistral-7B-Instruct-v0.3
96,138,en,mistralai/Mistral-7B-Instruct-v0.3
97,255,en,mistralai/Mistral-7B-Instruct-v0.3
98,104,en,mistralai/Mistral-7B-Instruct-v0.3
99,101,en,mistralai/Mistral-7B-Instruct-v0.3
100,77,en,mistralai/Mistral-7B-Instruct-v0.3
101,144,en,mistralai/Mistral-7B-Instruct-v0.3
102,54,en,mistralai/Mistral-7B-Instruct-v0.3
103,153,en,mistralai/Mistral-7B-Instruct-v0.3
104,159,en,mistralai/Mistral-7B-Instruct-v0.3
105,119,en,mistralai/Mistral-7B-Instruct-v0.3
106,161,en,mistralai/Mistral-7B-Instruct-v0.3
107,114,en,mistralai/Mistral-7B-Instruct-v0.3
108,155,en,mistralai/Mistral-7B-Instruct-v0.3
109,64,en,mistralai/Mistral-7B-Instruct-v0.3
110,63,en,mistralai/Mistral-7B-Instruct-v0.3
111,126,en,mistralai/Mistral-7B-Instruct-v0.3
112,166,en,mistralai/Mistral-7B-Instruct-v0.3
113,48,en,mistralai/Mistral-7B-Instruct-v0.3
114,378,en,mistralai/Mistral-7B-Instruct-v0.3
115,65,en,mistralai/Mistral-7B-Instruct-v0.3
116,93,en,mistralai/Mistral-7B-Instruct-v0.3
117,173,en,mistralai/Mistral-7B-Instruct-v0.3
118,131,en,mistralai/Mistral-7B-Instruct-v0.3
119,62,en,mistralai/Mistral-7B-Instruct-v0.3
120,76,en,mistralai/Mistral-7B-Instruct-v0.3
121,61,en,mistralai/Mistral-7B-Instruct-v0.3
122,71,en,mistralai/Mistral-7B-Instruct-v0.3
123,213,en,mistralai/Mistral-7B-Instruct-v0.3
124,153,en,mistralai/Mistral-7B-Instruct-v0.3
125,152,en,mistralai/Mistral-7B-Instruct-v0.3
126,77,en,mistralai/Mistral-7B-Instruct-v0.3
127,113,en,mistralai/Mistral-7B-Instruct-v0.3
128,88,en,mistralai/Mistral-7B-Instruct-v0.3
129,57,en,mistralai/Mistral-7B-Instruct-v0.3
130,106,en,mistralai/Mistral-7B-Instruct-v0.3
131,35,en,mistralai/Mistral-7B-Instruct-v0.3
132,258,en,mistralai/Mistral-7B-Instruct-v0.3
133,153,en,mistralai/Mistral-7B-Instruct-v0.3
134,65,en,mistralai/Mistral-7B-Instruct-v0.3
135,88,en,mistralai/Mistral-7B-Instruct-v0.3
136,88,en,mistralai/Mistral-7B-Instruct-v0.3
137,79,en,mistralai/Mistral-7B-Instruct-v0.3
138,257,en,mistralai/Mistral-7B-Instruct-v0.3
139,109,en,mistralai/Mistral-7B-Instruct-v0.3
140,158,en,mistralai/Mistral-7B-Instruct-v0.3
141,217,en,mistralai/Mistral-7B-Instruct-v0.3
142,64,en,mistralai/Mistral-7B-Instruct-v0.3
143,51,en,mistralai/Mistral-7B-Instruct-v0.3
144,212,en,mistralai/Mistral-7B-Instruct-v0.3
145,143,en,mistralai/Mistral-7B-Instruct-v0.3
146,96,en,mistralai/Mistral-7B-Instruct-v0.3
147,206,en,mistralai/Mistral-7B-Instruct-v0.3
148,245,en,mistralai/Mistral-7B-Instruct-v0.3
149,277,en,mistralai/Mistral-7B-Instruct-v0.3
150,97,en,mistralai/Mistral-7B-Instruct-v0.3
151,282,en,mistralai/Mistral-7B-Instruct-v0.3
152,97,en,mistralai/Mistral-7B-Instruct-v0.3
153,79,en,mistralai/Mistral-7B-Instruct-v0.3
154,62,en,mistralai/Mistral-7B-Instruct-v0.3
155,184,en,mistralai/Mistral-7B-Instruct-v0.3
156,94,en,mistralai/Mistral-7B-Instruct-v0.3
157,85,en,mistralai/Mistral-7B-Instruct-v0.3
158,111,en,mistralai/Mistral-7B-Instruct-v0.3
159,56,en,mistralai/Mistral-7B-Instruct-v0.3
160,186,en,mistralai/Mistral-7B-Instruct-v0.3
161,74,en,mistralai/Mistral-7B-Instruct-v0.3
162,102,en,mistralai/Mistral-7B-Instruct-v0.3
163,160,en,mistralai/Mistral-7B-Instruct-v0.3
164,179,en,mistralai/Mistral-7B-Instruct-v0.3
165,179,en,mistralai/Mistral-7B-Instruct-v0.3
166,230,en,mistralai/Mistral-7B-Instruct-v0.3
167,136,en,mistralai/Mistral-7B-Instruct-v0.3
168,137,en,mistralai/Mistral-7B-Instruct-v0.3
169,77,en,mistralai/Mistral-7B-Instruct-v0.3
170,299,en,mistralai/Mistral-7B-Instruct-v0.3
171,68,en,mistralai/Mistral-7B-Instruct-v0.3
172,70,en,mistralai/Mistral-7B-Instruct-v0.3
173,109,en,mistralai/Mistral-7B-Instruct-v0.3
174,204,en,mistralai/Mistral-7B-Instruct-v0.3
175,98,en,mistralai/Mistral-7B-Instruct-v0.3
176,80,en,mistralai/Mistral-7B-Instruct-v0.3
177,212,en,mistralai/Mistral-7B-Instruct-v0.3
178,103,en,mistralai/Mistral-7B-Instruct-v0.3
179,116,en,mistralai/Mistral-7B-Instruct-v0.3
180,130,en,mistralai/Mistral-7B-Instruct-v0.3
181,62,en,mistralai/Mistral-7B-Instruct-v0.3
182,63,en,mistralai/Mistral-7B-Instruct-v0.3
